PANID	WEEK	UNITS	OUTLET	DOLLARS	IRI_KEY	COLUPC
1218008	1149	1	GR	2.79	648764	11920000888
1226852	1132	1	GR	2.79	648764	11920000888
1229609	1136	1	GR	2.79	648764	11920000888
1230318	1116	1	GR	2.59	648764	11920000888
1230821	1139	1	GR	2.79	648764	11920000888
1244939	1135	1	GR	2.79	648764	11920000888
1244939	1141	1	GR	2.79	648764	11920000888
1245001	1136	1	GR	2.79	648764	11920000888
1308734	1165	1	GR	2.79	648764	11920000888
1313593	1144	1	GR	2.79	648764	11920000888
1319459	1141	1	GR	2.79	648764	11920000888
1400473	1117	1	GR	2.59	648764	11920000888
1405498	1135	1	GR	2.79	648764	11920000888
1809525	1147	1	GR	2.79	648764	11920000888
1809657	1123	1	GR	2.65	648764	11920000888
1809657	1143	1	GR	2.79	648764	11920000888
1809657	1153	1	GR	2.79	648764	11920000888
1100164	1137	2	GR	5.38	234140	11920000888
1111435	1135	1	GR	2.69	234140	11920000888
1111435	1138	1	GR	2.69	234140	11920000888
1112920	1131	1	GR	2.69	234140	11920000888
1112920	1144	1	GR	2.69	234140	11920000888
1114413	1141	1	GR	2.69	234140	11920000888
1116699	1123	1	GR	2.69	234140	11920000888
1116699	1136	1	GR	2.69	234140	11920000888
1116699	1146	1	GR	2.69	234140	11920000888
1124941	1150	1	GR	2.69	234140	11920000888
1134544	1164	1	GR	2.79	234140	11920000888
1134544	1164	1	GR	2.79	234140	11920000888
1136986	1133	1	GR	2.69	234140	11920000888
1145896	1161	1	GR	2.79	234140	11920000888
1182873	1159	1	GR	2.79	234140	11920000888
1183202	1133	1	GR	2.69	234140	11920000888
1198119	1152	1	GR	2.69	234140	11920000888
1215608	1141	1	GR	2.69	234140	11920000888
1218057	1141	1	GR	2.69	234140	11920000888
1305482	1162	1	GR	2.79	234140	11920000888
1309906	1132	2	GR	5.38	234140	11920000888
1403642	1136	1	GR	2.69	234140	11920000888
1405381	1154	1	GR	2.79	234140	11920000888
1405498	1159	1	GR	2.5	234140	11920000888
1408740	1136	1	GR	2.69	234140	11920000888
1801928	1161	1	GR	2.79	234140	11920000888
1805721	1161	1	GR	2.79	234140	11920000888
1108456	1156	1	GR	2.79	652159	11920000888
1108746	1165	1	GR	2.79	652159	11920000888
1109488	1128	1	GR	2.69	652159	11920000888
1109488	1141	1	GR	2.69	652159	11920000888
1117622	1162	1	GR	2.79	652159	11920000888
1126318	1148	1	GR	2.69	652159	11920000888
1126318	1153	1	GR	2.79	652159	11920000888
1126318	1159	1	GR	2.79	652159	11920000888
1126748	1147	1	GR	2.69	652159	11920000888
1126748	1147	1	GR	2.69	652159	11920000888
1126847	1128	1	GR	2.69	652159	11920000888
1126847	1138	1	GR	2.69	652159	11920000888
1126847	1146	1	GR	2.69	652159	11920000888
1126847	1154	1	GR	2.79	652159	11920000888
1126847	1159	1	GR	2.79	652159	11920000888
1127068	1126	2	GR	5.38	652159	11920000888
1127290	1133	1	GR	2.69	652159	11920000888
1127290	1141	1	GR	2.69	652159	11920000888
1129320	1141	1	GR	2.69	652159	11920000888
1129452	1138	1	GR	2.69	652159	11920000888
1129452	1138	1	GR	2.69	652159	11920000888
1130807	1160	1	GR	2.79	652159	11920000888
1130807	1160	1	GR	2.79	652159	11920000888
1130807	1160	1	GR	2.79	652159	11920000888
1130955	1139	1	GR	2.69	652159	11920000888
1131052	1129	2	GR	5.38	652159	11920000888
1131367	1161	1	GR	2.79	652159	11920000888
1131367	1161	1	GR	2.79	652159	11920000888
1131649	1160	1	GR	2.79	652159	11920000888
1133512	1146	1	GR	2.69	652159	11920000888
1133710	1139	1	GR	2.69	652159	11920000888
1133892	1130	1	GR	2.69	652159	11920000888
1133892	1159	1	GR	2.79	652159	11920000888
1134544	1131	1	GR	2.69	652159	11920000888
1134544	1132	1	GR	2.69	652159	11920000888
1134544	1160	1	GR	2.79	652159	11920000888
1136986	1159	1	GR	2.79	652159	11920000888
1138255	1115	1	GR	2.69	652159	11920000888
1138255	1131	1	GR	2.69	652159	11920000888
1138347	1154	1	GR	2.79	652159	11920000888
1139725	1137	1	GR	2.69	652159	11920000888
1139725	1145	1	GR	2.69	652159	11920000888
1139980	1115	1	GR	2.69	652159	11920000888
1140095	1131	1	GR	2.69	652159	11920000888
1140491	1134	1	GR	2.69	652159	11920000888
1141382	1135	1	GR	2.69	652159	11920000888
1141549	1139	1	GR	2.69	652159	11920000888
1141812	1163	1	GR	2.79	652159	11920000888
1142596	1138	1	GR	2.69	652159	11920000888
1142596	1165	1	GR	2.79	652159	11920000888
1143370	1140	1	GR	2.69	652159	11920000888
1143370	1160	1	GR	2.79	652159	11920000888
1143396	1116	1	GR	2.69	652159	11920000888
1143594	1131	1	GR	2.69	652159	11920000888
1143594	1138	1	GR	2.69	652159	11920000888
1143644	1153	1	GR	2.69	652159	11920000888
1144030	1140	1	GR	2.69	652159	11920000888
1144576	1160	1	GR	2.79	652159	11920000888
1144576	1160	1	GR	2.79	652159	11920000888
1144733	1142	1	GR	2.69	652159	11920000888
1144733	1163	1	GR	2.79	652159	11920000888
1145433	1148	1	GR	2.69	652159	11920000888
1145573	1154	1	GR	2.79	652159	11920000888
1145599	1131	1	GR	2.69	652159	11920000888
1145599	1135	1	GR	2.69	652159	11920000888
1145896	1145	1	GR	2.69	652159	11920000888
1145896	1160	1	GR	2.79	652159	11920000888
1147330	1136	1	GR	2.69	652159	11920000888
1180612	1161	1	GR	2.79	652159	11920000888
1184655	1147	1	GR	2.69	652159	11920000888
1185934	1140	1	GR	2.69	652159	11920000888
1186239	1135	1	GR	2.69	652159	11920000888
1186239	1135	1	GR	2.69	652159	11920000888
1190686	1129	1	GR	2.69	652159	11920000888
1190686	1151	1	GR	2.69	652159	11920000888
1191692	1146	1	GR	2.69	652159	11920000888
1191692	1159	1	GR	2.79	652159	11920000888
1192922	1163	1	GR	2.79	652159	11920000888
1193706	1142	1	GR	2.69	652159	11920000888
1193706	1142	1	GR	2.69	652159	11920000888
1196584	1160	1	GR	2.79	652159	11920000888
1197244	1149	1	GR	2.69	652159	11920000888
1205773	1142	1	GR	2.69	652159	11920000888
1208272	1146	1	GR	2.69	652159	11920000888
1210989	1132	1	GR	2.69	652159	11920000888
1211425	1128	1	GR	2.69	652159	11920000888
1213769	1157	1	GR	2.79	652159	11920000888
1213785	1131	1	GR	2.69	652159	11920000888
1213785	1161	1	GR	2.79	652159	11920000888
1213785	1161	1	GR	2.79	652159	11920000888
1214270	1138	1	GR	2.69	652159	11920000888
1222943	1152	1	GR	2.69	652159	11920000888
1224477	1133	1	GR	2.69	652159	11920000888
1224477	1146	1	GR	2.69	652159	11920000888
1225532	1139	1	GR	2.69	652159	11920000888
1225904	1146	1	GR	2.69	652159	11920000888
1227256	1164	1	GR	2.79	652159	11920000888
1228627	1136	1	GR	2.69	652159	11920000888
1230268	1160	1	GR	2.79	652159	11920000888
1230623	1139	1	GR	2.69	652159	11920000888
1244038	1126	1	GR	2.69	652159	11920000888
1245928	1144	1	GR	2.69	652159	11920000888
1246108	1131	1	GR	2.69	652159	11920000888
1246876	1142	1	GR	2.69	652159	11920000888
1246876	1155	1	GR	2.79	652159	11920000888
1249870	1131	1	GR	2.69	652159	11920000888
1302414	1163	1	GR	2.79	652159	11920000888
1302893	1141	1	GR	2.69	652159	11920000888
1303230	1131	1	GR	2.69	652159	11920000888
1303230	1141	1	GR	2.69	652159	11920000888
1303370	1122	1	GR	2.69	652159	11920000888
1303370	1160	1	GR	2.79	652159	11920000888
1303487	1146	1	GR	2.69	652159	11920000888
1305722	1118	1	GR	2.69	652159	11920000888
1309708	1136	1	GR	2.69	652159	11920000888
1310615	1141	1	GR	2.69	652159	11920000888
1311639	1159	1	GR	2.79	652159	11920000888
1313445	1146	1	GR	2.69	652159	11920000888
1313445	1146	1	GR	2.69	652159	11920000888
1313445	1146	1	GR	2.69	652159	11920000888
1313700	1133	1	GR	2.69	652159	11920000888
1313841	1136	1	GR	2.69	652159	11920000888
1315457	1137	2	GR	5.38	652159	11920000888
1315580	1154	1	GR	2.79	652159	11920000888
1317602	1146	1	GR	2.69	652159	11920000888
1318303	1128	1	GR	2.69	652159	11920000888
1319467	1160	1	GR	2.79	652159	11920000888
1319475	1115	1	GR	2.69	652159	11920000888
1326298	1128	1	GR	2.69	652159	11920000888
1326298	1143	1	GR	2.69	652159	11920000888
1400812	1131	1	GR	2.69	652159	11920000888
1400812	1136	1	GR	2.69	652159	11920000888
1400812	1138	1	GR	2.69	652159	11920000888
1400812	1145	1	GR	2.69	652159	11920000888
1400812	1158	1	GR	2.79	652159	11920000888
1400812	1159	1	GR	2.79	652159	11920000888
1401323	1133	1	GR	2.69	652159	11920000888
1401323	1138	1	GR	2.69	652159	11920000888
1401323	1156	1	GR	2.79	652159	11920000888
1401323	1164	1	GR	2.79	652159	11920000888
1401554	1141	1	GR	2.69	652159	11920000888
1401554	1154	1	GR	2.79	652159	11920000888
1403154	1133	2	GR	5.38	652159	11920000888
1403642	1132	1	GR	2.69	652159	11920000888
1406678	1133	1	GR	2.69	652159	11920000888
1406678	1143	1	GR	2.69	652159	11920000888
1406678	1164	1	GR	2.79	652159	11920000888
1406744	1123	1	GR	2.69	652159	11920000888
1407866	1135	1	GR	2.69	652159	11920000888
1408716	1152	1	GR	2.69	652159	11920000888
1815282	1135	1	GR	2.69	652159	11920000888
1101626	1137	1	GR	2.79	248128	11920000888
1107649	1151	1	GR	2.79	248128	11920000888
1111435	1134	1	GR	2.79	248128	11920000888
1111435	1160	1	GR	2.79	248128	11920000888
1112110	1163	1	GR	2.79	248128	11920000888
1124206	1116	1	GR	2.75	248128	11920000888
1124206	1157	1	GR	2.79	248128	11920000888
1126748	1136	1	GR	2.79	248128	11920000888
1126748	1136	1	GR	2.79	248128	11920000888
1126847	1136	1	GR	2.79	248128	11920000888
1132266	1128	1	GR	2.79	248128	11920000888
1139980	1150	1	GR	2.79	248128	11920000888
1144709	1147	1	GR	2.79	248128	11920000888
1147835	1136	3	GR	8.37	248128	11920000888
1149013	1142	1	GR	2.79	248128	11920000888
1183541	1136	2	GR	5.58	248128	11920000888
1205096	1159	1	GR	2.79	248128	11920000888
1212043	1154	1	GR	2.79	248128	11920000888
1212100	1146	1	GR	2.79	248128	11920000888
1302893	1135	1	GR	2.79	248128	11920000888
1305722	1136	1	GR	2.79	248128	11920000888
1306027	1154	1	GR	2.79	248128	11920000888
1308494	1141	1	GR	2.79	248128	11920000888
1312249	1136	1	GR	2.79	248128	11920000888
1404194	1136	1	GR	2.79	248128	11920000888
1404194	1136	1	GR	2.79	248128	11920000888
1404194	1136	1	GR	2.79	248128	11920000888
1404194	1136	1	GR	2.79	248128	11920000888
1803486	1142	1	GR	2.79	248128	11920000888
1230425	1145	1	GR	2.79	266596	11920000888
1138115	1123	1	GR	2.79	259111	11920000888
1138115	1140	1	GR	2.79	259111	11920000888
1138115	1157	1	GR	2.79	259111	11920000888
1203257	1162	1	GR	2.79	259111	11920000888
1809400	1127	1	GR	2.79	259111	11920000888
3111013	1156	1	GR	2.43	257006	11920000888
3131573	1121	1	GR	2.49	257006	11920000888
3311654	1143	1	GR	2.49	257006	11920000888
3322586	1160	1	GR	2.3	257006	11920000888
3333179	1158	1	GR	2.43	257006	11920000888
3842526	1120	1	GR	2.75	228037	11920000888
3105403	1125	1	GR	2.33	264075	11920000888
3111013	1123	1	GR	2.33	264075	11920000888
3139725	1149	4	GR	9.72	264075	11920000888
3317503	1131	1	GR	2.43	264075	11920000888
3322586	1131	1	GR	2.43	264075	11920000888
3804401	1164	1	GR	2.43	264075	11920000888
3821140	1161	1	GR	2.43	264075	11920000888
3842526	1137	1	GR	2.43	264075	11920000888
3842526	1154	1	GR	2.43	264075	11920000888
3842526	1165	1	GR	2.43	264075	11920000888
3101311	1137	1	GR	2.37	233779	11920000888
3102897	1148	1	GR	2.37	233779	11920000888
3106997	1121	1	GR	2.27	233779	11920000888
3107094	1145	1	GR	2.37	233779	11920000888
3107706	1153	1	GR	1.99	233779	11920000888
3111443	1124	1	GR	2.27	233779	11920000888
3118554	1127	2	GR	4.1	233779	11920000888
3119727	1151	1	GR	2.21	233779	11920000888
3136903	1153	2	GR	3.98	233779	11920000888
3316687	1139	1	GR	2.37	233779	11920000888
3317149	1153	2	GR	3.98	233779	11920000888
3319038	1128	1	GR	2.05	233779	11920000888
3319244	1128	1	GR	2.05	233779	11920000888
3333179	1144	1	GR	2.37	233779	11920000888
3336412	1148	1	GR	2.37	233779	11920000888
3342758	1124	1	GR	2.27	233779	11920000888
3350595	1118	2	GR	4.54	233779	11920000888
3361626	1123	1	GR	2.27	233779	11920000888
3399832	1115	1	GR	2.27	233779	11920000888
3399832	1121	1	GR	2.27	233779	11920000888
3399832	1131	2	GR	4.54	233779	11920000888
3399832	1133	2	GR	4.74	233779	11920000888
3399832	1134	1	GR	2.37	233779	11920000888
3399832	1143	2	GR	4.74	233779	11920000888
3399832	1145	2	GR	4.74	233779	11920000888
3399832	1147	2	GR	4.74	233779	11920000888
3399832	1149	2	GR	4.74	233779	11920000888
3399832	1151	2	GR	4.42	233779	11920000888
3399832	1153	2	GR	3.98	233779	11920000888
3399832	1155	2	GR	4.74	233779	11920000888
3399832	1156	1	GR	2.37	233779	11920000888
3399832	1157	2	GR	4.74	233779	11920000888
3399832	1159	2	GR	4.74	233779	11920000888
3399832	1163	1	GR	2.37	233779	11920000888
3399832	1163	2	GR	4.74	233779	11920000888
3399832	1165	2	GR	4.74	233779	11920000888
3820266	1152	2	GR	3.98	233779	11920000888
3820795	1130	1	GR	2.05	233779	11920000888
3111229	1114	1	GR	2.18	257871	11920000888
3128355	1136	1	GR	2.17	257871	11920000888
3133652	1139	1	GR	2.17	257871	11920000888
3307264	1131	1	GR	2.17	257871	11920000888
3319079	1146	1	GR	2.38	257871	11920000888
3320259	1127	1	GR	2.17	257871	11920000888
3106476	1131	1	GR	2.27	653776	11920000888
3107706	1128	1	GR	2.05	653776	11920000888
3117093	1125	1	GR	2.27	653776	11920000888
3127365	1116	1	GR	2.27	653776	11920000888
3132191	1129	1	GR	2.05	653776	11920000888
3322339	1157	1	GR	2.37	653776	11920000888
3328674	1125	1	GR	2.27	653776	11920000888
3347286	1153	1	GR	1.99	653776	11920000888
3357756	1126	1	GR	2.27	653776	11920000888
3357756	1149	1	GR	2.27	653776	11920000888
3357756	1160	1	GR	2.37	653776	11920000888
3376996	1153	1	GR	1.99	653776	11920000888
3393306	1153	1	GR	1.99	653776	11920000888
3397471	1159	1	GR	2.37	653776	11920000888
3815431	1127	2	GR	4.1	653776	11920000888
3823765	1127	1	GR	2.05	653776	11920000888
3823765	1140	1	GR	2.27	653776	11920000888
3830976	1138	1	GR	2.05	653776	11920000888
3835363	1128	1	GR	2.05	653776	11920000888
3837211	1153	1	GR	1.99	653776	11920000888
1124354	1135	1	GR	4.19	259111	11920002201
1124354	1149	1	GR	4.19	259111	11920002201
1124354	1162	1	GR	4.19	259111	11920002201
1302232	1122	1	GR	4.19	259111	11920002201
1302232	1137	1	GR	4.19	259111	11920002201
3127415	1115	2	GR	7.18	233779	11920002201
3131425	1134	1	GR	3.89	233779	11920002201
3131425	1151	1	GR	3.89	233779	11920002201
3131425	1158	1	GR	3.89	233779	11920002201
3347302	1140	1	GR	3.89	233779	11920002201
3108407	1164	1	GR	3.59	653776	11920002201
3122564	1164	1	GR	3.59	653776	11920002201
3127415	1125	2	GR	7.18	653776	11920002201
3127415	1155	1	GR	3.59	653776	11920002201
3304238	1145	1	GR	3.59	653776	11920002201
3841635	1150	1	GR	3.59	653776	11920002201
3842195	1159	1	GR	2.59	9979668	11920002227
1104042	1152	1	GR	2.59	213290	11920002227
1108886	1135	1	GR	2.59	213290	11920002227
1113845	1132	1	GR	2.59	213290	11920002227
1116210	1128	1	GR	2.59	213290	11920002227
1120873	1126	1	GR	2.59	213290	11920002227
1124420	1153	1	GR	2.59	213290	11920002227
1124552	1162	1	GR	2.59	213290	11920002227
1126748	1135	1	GR	2.59	213290	11920002227
1130880	1133	1	GR	2.59	213290	11920002227
1132233	1151	2	GR	5.18	213290	11920002227
1138339	1162	1	GR	2.59	213290	11920002227
1139618	1149	1	GR	2.59	213290	11920002227
1148171	1138	1	GR	2.59	213290	11920002227
1149054	1139	1	GR	2.59	213290	11920002227
1181875	1128	1	GR	2.59	213290	11920002227
1182121	1161	1	GR	2.59	213290	11920002227
1182634	1134	1	GR	2.59	213290	11920002227
1184374	1159	1	GR	2.59	213290	11920002227
1185694	1137	1	GR	2.59	213290	11920002227
1193631	1133	1	GR	2.59	213290	11920002227
1195644	1140	1	GR	2.59	213290	11920002227
1218206	1148	1	GR	2.59	213290	11920002227
1218206	1153	1	GR	2.59	213290	11920002227
1219113	1149	1	GR	2.59	213290	11920002227
1220178	1162	1	GR	2.59	213290	11920002227
1227256	1165	1	GR	2.59	213290	11920002227
1228395	1144	1	GR	2.59	213290	11920002227
1228494	1163	1	GR	2.59	213290	11920002227
1229641	1133	1	GR	2.59	213290	11920002227
1243816	1160	1	GR	2.59	213290	11920002227
1244160	1155	1	GR	2.59	213290	11920002227
1244608	1162	1	GR	2.59	213290	11920002227
1303404	1116	1	GR	2.79	213290	11920002227
1306456	1162	1	GR	2.59	213290	11920002227
1318188	1153	1	GR	2.59	213290	11920002227
1400143	1159	1	GR	2.59	213290	11920002227
1407551	1141	1	GR	2.59	213290	11920002227
1408161	1149	1	GR	2.59	213290	11920002227
1803486	1137	1	GR	2.59	213290	11920002227
1803486	1137	1	GR	2.59	213290	11920002227
1811513	1141	1	GR	2.59	213290	11920002227
1100248	1128	1	GR	2.59	648764	11920002227
1100248	1141	1	GR	2.59	648764	11920002227
1100404	1139	1	GR	2.59	648764	11920002227
1101055	1146	1	GR	2.59	648764	11920002227
1141390	1141	1	GR	2.59	648764	11920002227
1141390	1157	1	GR	2.59	648764	11920002227
1148643	1159	1	GR	2.59	648764	11920002227
1186619	1144	1	GR	2.59	648764	11920002227
1193599	1120	1	GR	2.79	648764	11920002227
1196923	1124	1	GR	2.59	648764	11920002227
1214999	1149	1	GR	2.59	648764	11920002227
1218008	1149	1	GR	2.59	648764	11920002227
1226852	1138	1	GR	2.59	648764	11920002227
1303628	1137	1	GR	2.59	648764	11920002227
1325928	1121	1	GR	2.79	648764	11920002227
1325928	1128	1	GR	2.59	648764	11920002227
1325928	1139	1	GR	2.59	648764	11920002227
1325928	1157	1	GR	2.59	648764	11920002227
1400473	1152	1	GR	2.59	648764	11920002227
1402479	1139	1	GR	2.59	648764	11920002227
1105213	1142	1	GR	2.59	248128	11920002227
1121004	1142	1	GR	2.59	248128	11920002227
1124206	1153	1	GR	2.59	248128	11920002227
1137026	1139	1	GR	2.59	248128	11920002227
1142026	1148	1	GR	2.59	248128	11920002227
1180612	1153	1	GR	2.59	248128	11920002227
1189696	1128	1	GR	2.59	248128	11920002227
1201319	1139	1	GR	2.59	248128	11920002227
1219113	1137	1	GR	2.59	248128	11920002227
1224725	1142	1	GR	2.59	248128	11920002227
1245225	1142	1	GR	2.59	248128	11920002227
1245225	1142	1	GR	2.59	248128	11920002227
1245225	1142	1	GR	2.59	248128	11920002227
1302083	1142	6	GR	15.54	248128	11920002227
1302083	1143	1	GR	2.59	248128	11920002227
1307678	1126	1	GR	2.59	248128	11920002227
1308494	1145	1	GR	2.59	248128	11920002227
1309393	1139	1	GR	2.59	248128	11920002227
1316240	1142	1	GR	2.59	248128	11920002227
1319863	1142	1	GR	2.59	248128	11920002227
1325712	1127	1	GR	2.59	248128	11920002227
1809798	1150	1	GR	2.59	248128	11920002227
1401299	1134	1	GR	2.69	266596	11920002227
3101089	1141	1	GR	2.55	257006	11920002227
3129155	1136	1	GR	2.77	228037	11920002227
3130849	1157	1	GR	2.77	228037	11920002227
3842526	1147	1	GR	2.77	228037	11920002227
3324186	1129	1	GR	2.43	264075	11920002227
3324186	1164	1	GR	2.45	264075	11920002227
3333963	1159	1	GR	2.45	264075	11920002227
3838441	1140	1	GR	2.63	264075	11920002227
3101022	1165	1	GR	2.55	233779	11920002227
3106997	1142	1	GR	2.55	233779	11920002227
3106997	1163	1	GR	2.55	233779	11920002227
3136259	1144	1	GR	2.55	233779	11920002227
3301242	1161	1	GR	2.19	257871	11920002227
3341214	1152	1	GR	2.19	257871	11920002227
3801381	1159	1	GR	2.19	257871	11920002227
3813840	1165	1	GR	2.19	257871	11920002227
3834440	1138	1	GR	2.19	257871	11920002227
3839878	1156	1	GR	2.19	257871	11920002227
3100909	1144	1	GR	2.55	653776	11920002227
3110395	1144	1	GR	2.55	653776	11920002227
3110494	1143	1	GR	2.55	653776	11920002227
3110635	1135	1	GR	2.55	653776	11920002227
3333336	1152	1	GR	2.55	653776	11920002227
3335745	1130	1	GR	2.55	653776	11920002227
3361170	1114	1	GR	2.55	653776	11920002227
3362210	1126	1	GR	2.55	653776	11920002227
3400341	1154	1	GR	2.55	653776	11920002227
3824318	1154	1	GR	2.55	653776	11920002227
3826289	1125	1	GR	2.55	653776	11920002227
3835330	1145	1	GR	2.55	653776	11920002227
3836197	1147	1	GR	2.55	653776	11920002227
3842195	1147	1	GR	2.55	653776	11920002227
3842567	1150	1	GR	2.55	653776	11920002227
1103671	1115	1	GR	3.19	213290	11920002262
1217109	1131	1	GR	3.19	234140	11920002262
3374157	1130	1	GR	2.77	653776	11920002262
3322339	1145	1	GR	3.68	653776	11920002263
1120030	1120	1	GR	2.39	248128	11920004011
1120030	1143	1	GR	2.39	248128	11920004011
1128561	1161	1	GR	2.39	248128	11920004011
1133512	1148	1	GR	2.39	248128	11920004011
1147629	1142	1	GR	2.39	248128	11920004011
1220012	1144	1	GR	2.39	248128	11920004011
1221747	1137	1	GR	2.39	248128	11920004011
1221747	1164	1	GR	2.39	248128	11920004011
1245035	1118	1	GR	2.39	248128	11920004011
1245035	1122	1	GR	2.39	248128	11920004011
1302083	1142	6	GR	14.34	248128	11920004011
1302083	1143	2	GR	4.78	248128	11920004011
1808360	1134	1	GR	2.39	248128	11920004011
1808360	1144	1	GR	2.39	248128	11920004011
3338442	1154	1	GR	2.19	257006	11920004011
3397612	1148	1	GR	2.45	228037	11920004011
3318766	1152	1	GR	2.07	233779	11920004011
